,Unnamed: 0,villeID,size,lat,long
101766,101766,Gioia del Colle,24184,40.79968,16.92298
101779,101779,Eboli,26183,40.61747,15.05693
101786,101786,Cossato,13931,45.57032,8.18471
101789,101789,Cologno Monzese,45786,45.53004,9.27795
101798,101798,Cernusco sul Naviglio,29078,45.52526,9.33297
101835,101835,Ascoli Piceno,41741,42.85351,13.57395
101840,101840,Alzano Lombardo,12750,45.73681,9.72638
101844,101844,Rivazzurra,14000,44.04186,12.60894
101850,101850,Concesio,11262,45.60518,10.21697
101851,101851,San Cipriano d'Aversa,13416,40.99881,14.13173
101852,101852,Alba Adriatica,11165,42.83176,13.9259
101853,101853,Cesano Boscone,23368,45.44207,9.09445
101866,101866,Kajaani,36498,64.22728,27.72846
101880,101880,Wittenheim,15747,47.8109,7.32756
101896,101896,Vaux-le-Pénil,11758,48.52803,2.69165
101901,101901,Valentigney,12608,47.46388,6.83168
101905,101905,Trélazé,11740,47.44629,-0.46652
101912,101912,Tournefeuille,29124,43.58872,1.31922
101917,101917,Tarascon,14735,43.80583,4.66028
101945,101945,Saint-Orens-de-Gameville,12576,43.55182,1.53413
101953,101953,Saint-Julien-en-Genevois,10108,46.14434,6.08256
101962,101962,Sainte-Luce-sur-Loire,13056,47.25508,-1.48269
101969,101969,Saint-André-lez-Lille,10931,50.66667,3.05
101990,101990,Plan-de-Cuques,11125,43.34753,5.46398
102009,102009,Mouvaux,13285,50.69944,3.13429
102014,102014,Montceau-les-Mines,20221,46.66667,4.36667
102019,102019,Millau,23307,44.09973,3.07848
102023,102023,Mayenne,15583,48.30337,-0.61383
102027,102027,Malakoff,29420,48.81999,2.29998
102037,102037,Longjumeau,20771,48.69307,2.29431
102051,102051,Le Kremlin-Bicêtre,27867,48.81471,2.36073
102052,102052,Le Bouscat,24232,44.86488,-0.59864
102064,102064,La Madeleine,23572,50.64603,3.07585
102071,102071,Rheinfelden,32535,47.56013,7.78715
102076,102076,Rath,11000,50.92379,7.0927
102078,102078,Pfullingen,18269,48.46458,9.22796
102079,102079,Pforzheim,119313,48.88436,8.69892
102093,102093,Neustadt an der Donau,12899,48.80705,11.76952
102106,102106,Mönchengladbach,261742,51.18539,6.44172
102114,102114,Limburgerhof,10753,49.42444,8.39194
102116,102116,Leuben,38353,51.01122,13.82029
102125,102125,Königstein im Taunus,15661,50.17943,8.47132
102127,102127,Kirkel,10330,49.28333,7.23333
102137,102137,Isselburg,11239,51.83232,6.46428
102141,102141,Hummelsbüttel,17365,53.64773,10.04149
102147,102147,Hohen Neuendorf,21893,52.67631,13.27775
102153,102153,Hamburg-Mitte,301231,53.55,10.01667
102168,102168,Geislingen an der Steige,27962,48.62423,9.82736
102170,102170,Geisenheim,11949,49.9847,7.96835
102171,102171,Gehrden,14955,52.31362,9.60033
102174,102174,Fürth,11181,49.65083,8.78472
102175,102175,Friedrichshain,117829,52.51559,13.45482
102177,102177,Friedberg,27484,50.33739,8.75591
102180,102180,Frankfurt am Main,650000,50.11552,8.68417
102189,102189,Essenbach,11070,48.61332,12.21833
102190,102190,Erlensee,12663,50.16304,8.97823
102194,102194,Elmshorn,48703,53.75396,9.65339
102196,102196,Eislingen,21243,48.69515,9.70676
102201,102201,Donzdorf,11051,48.68544,9.81053
102208,102208,Bühl,29193,48.69676,8.13523
102210,102210,Bruchköbel,20892,50.17853,8.92315
102218,102218,Boppard,16215,50.23085,7.58992
102219,102219,Bonn,330579,50.73438,7.09549
102227,102227,Bad Wildungen,18037,51.11963,9.12475
102229,102229,Bad Homburg vor der Höhe,51859,50.22683,8.61816
102243,102243,Lyon 03,102725,45.76124,4.85184
102244,102244,Marseille 08,78837,43.27083,5.3821
102245,102245,Marseille 11,56792,43.2907,5.4384
102253,102253,Worcester,101659,52.18935,-2.22001
102255,102255,Witney,29103,51.7836,-1.4854
102258,102258,Whitley Bay,38055,55.03973,-1.44713
102259,102259,Whitefield,23545,53.55,-2.3
102266,102266,Wallingford,10348,51.59982,-1.1248
102270,102270,Swinton,20000,53.5,-2.35
102271,102271,Stourbridge,56284,52.45608,-2.14317
102273,102273,Stocksbridge,13069,53.48249,-1.59373
102275,102275,Solihull,126577,52.41426,-1.78094
102282,102282,Rugeley,24033,52.7593,-1.93694
102284,102284,Rotherhithe,13743,51.5,-0.05
102289,102289,Peterborough,163379,52.57364,-0.24777
102318,102318,Knutsford,13191,53.30289,-2.37482
102319,102319,Kilwinning,16420,55.65333,-4.70666
102322,102322,Ilkley,14809,53.92449,-1.82326
102325,102325,Houghton-Le-Spring,37840,54.84034,-1.46427
102330,102330,High Wycombe,133204,51.62907,-0.74934
102334,102334,Hedon,10358,53.73962,-0.19655
