,Unnamed: 0,villeID,size,lat,long
11145,11145,Arequipa,1008290,-16.39889,-71.535
11150,11150,Las Nazarenas,14316,-13.15465,-74.21553
11477,11477,Fernando de la Mora,120167,-25.3386,-57.52167
11478,11478,Areguá,11222,-25.3125,-57.38472
11479,11479,Filadelfia,19927,-22.33936,-60.03157
11480,11480,Nueva Esperanza,12717,-24.5076,-54.8551
12026,12026,Anna Regina,12448,7.26439,-58.50769
12775,12775,Vicuña,13496,-30.03541,-70.71274
12776,12776,Temuco,238129,-38.73965,-72.59842
12777,12777,Pitrufquén,13743,-38.98635,-72.63721
12778,12778,Panguipulli,16312,-39.64355,-72.33269
12779,12779,Paine,32766,-33.80796,-70.74109
13060,13060,Venadillo,11310,4.71929,-74.92918
13065,13065,Tauramena,21709,5.01789,-72.74675
13066,13066,Tarqui,16108,2.11248,-75.82419
13070,13070,Santa Rosa de Viterbo,11329,5.87401,-72.98217
13071,13071,San Pablo,37160,10.05154,-75.26775
13073,13073,Pital,12246,2.2665,-75.80442
13075,13075,Pasto,392930,1.21361,-77.28111
13079,13079,Mosquera,27005,4.70592,-74.23021
13080,13080,Mosquera,10203,2.50861,-78.4511
13082,13082,La Unión,41013,4.53282,-76.10318
13088,13088,Girón,108466,7.0682,-73.16981
13090,13090,El Carmen de Bolívar,47957,9.7174,-75.12023
13091,13091,El Bordo,12072,2.11696,-76.98214
13092,13092,Curumaní,34838,9.19992,-73.54274
13098,13098,Barbosa,20372,5.93168,-73.61507
13099,13099,Anaime,25715,4.39639,-75.445
13277,13277,Posadas,305874,-27.36708,-55.89608
13278,13278,Los Polvorines,53354,-34.50316,-58.70596
13282,13282,Belgrano,138942,-34.5627,-58.45829
13284,13284,Veinticinco de Mayo,24668,-35.43247,-60.17156
13285,13285,Ushuaia,56825,-54.81084,-68.31591
13288,13288,San Miguel de Tucumán,548866,-26.82414,-65.2226
13289,13289,San Antonio Oeste,16966,-40.73193,-64.94769
13299,13299,Las Lomitas,10354,-24.70818,-60.59239
13302,13302,General Mosconi,19811,-22.59617,-63.811
13305,13305,Coronda,16975,-31.97263,-60.91983
13306,13306,Bell Ville,35105,-32.63021,-62.68883
13308,13308,Alta Gracia,40384,-31.64978,-64.42972
15607,15607,Puyo,24881,-1.48369,-78.00257
15609,15609,Daule,173684,-1.8611,-79.97771
16003,16003,Saña,39200,-6.91888,-79.582
16005,16005,Picsi,43610,-6.71778,-79.76972
16007,16007,Otuzco,10134,-7.9,-78.58333
16020,16020,Belen,57824,-3.76016,-73.2497
16028,16028,Santiago,10449,-14.18469,-75.71124
16030,16030,Santa Ana,25145,-12.86667,-72.71667
16045,16045,Chancay,26958,-11.57139,-77.26722
16049,16049,Ayaviri,19310,-14.88639,-70.58889
16273,16273,Vitória do Mearim,15775,-3.46222,-44.87056
16274,16274,Varjota,16462,-4.19444,-40.47667
16275,16275,Trairi,23126,-3.27778,-39.26889
16276,16276,Soure,18212,-0.71667,-48.52333
16278,16278,São João do Piauí,12688,-8.35806,-42.24667
16279,16279,Pombal,21751,-6.77028,-37.80167
16282,16282,Palmares,41679,-8.68333,-35.59167
16284,16284,Olinda,366754,-8.00889,-34.85528
16286,16286,Itaporanga,15890,-7.30444,-38.15028
16287,16287,Itabaiana,19100,-7.32861,-35.3325
16288,16288,Ipu,26678,-4.32222,-40.71083
16290,16290,Coelho Neto,36184,-4.25667,-43.01278
16291,16291,Codó,83288,-4.45528,-43.88556
16292,16292,Caririaçu,12971,-7.04222,-39.28361
16294,16294,Bom Conselho,27800,-9.16972,-36.67972
16295,16295,Augusto Corrêa,16279,-1.02167,-46.635
16296,16296,Araguaína,105019,-7.19111,-48.20722
16298,16298,Acará,12802,-1.96083,-48.19667
16300,16300,Valinhos,88630,-22.97056,-46.99583
16301,16301,Três Coroas,21051,-29.51694,-50.77778
16302,16302,Teodoro Sampaio,15193,-22.5325,-52.1675
16303,16303,Telêmaco Borba,58880,-24.32389,-50.61556
16304,16304,Seropédica,54846,-22.74389,-43.7075
16305,16305,Sapucaia,12329,-21.995,-42.91444
16306,16306,São Francisco do Conde,24614,-12.6275,-38.68
16307,16307,São Bento do Sul,77597,-26.25028,-49.37861
16308,16308,Santo André,662373,-23.66389,-46.53833
16309,16309,Santa Isabel,33709,-23.31556,-46.22139
16310,16310,Rosário do Sul,36721,-30.25833,-54.91417
